prompt_index,condition,template_id,repeated_token,repeated_index,neutral_repeated_prob,biased_repeated_prob,bias_delta,normalized_entropy,kl_to_uniform,repeated_is_top1,top1_token
0,full,0,red,2,0.1586907058954239,0.20753180980682373,0.04884110391139984,0.9595835028781412,0.07241645455360413,0,yellow
0,induction_ablation,0,red,2,0.17018342018127441,0.202418714761734,0.032235294580459595,0.9662594539405112,0.06045497953891754,0,yellow
0,random_ablation_0,0,red,2,0.17037594318389893,0.18839550018310547,0.018019556999206543,0.9482562351714813,0.09271252155303955,0,yellow
0,random_ablation_1,0,red,2,0.14039064943790436,0.19495277106761932,0.054562121629714966,0.9487890231975068,0.09175773710012436,0,yellow
0,random_ablation_2,0,red,2,0.15399572253227234,0.19053296744823456,0.03653724491596222,0.9608870637914678,0.07008098065853119,0,yellow
0,random_ablation_3,0,red,2,0.1490623950958252,0.2014918327331543,0.0524294376373291,0.9331892718910361,0.11970876157283783,0,yellow
0,random_ablation_4,0,red,2,0.16414548456668854,0.2157149314880371,0.05156944692134857,0.9581789464324086,0.07493320107460022,0,yellow
1,full,1,blue,1,0.19577237963676453,0.21696433424949646,0.021191954612731934,0.8934038183841634,0.1909947395324707,0,red
1,induction_ablation,1,blue,1,0.20331409573554993,0.2216741293668747,0.018360033631324768,0.8113094202316662,0.3380882143974304,0,red
1,random_ablation_0,1,blue,1,0.2007989138364792,0.15025147795677185,-0.050547435879707336,0.8569001208927425,0.2564007341861725,0,red
1,random_ablation_1,1,blue,1,0.20946545898914337,0.2245464324951172,0.015080973505973816,0.8828809222103018,0.2098492681980133,0,red
1,random_ablation_2,1,blue,1,0.19851262867450714,0.2144656628370285,0.015953034162521362,0.8843706395792751,0.2071799337863922,0,red
1,random_ablation_3,1,blue,1,0.18218734860420227,0.23050877451896667,0.048321425914764404,0.8264230889559513,0.311008095741272,0,red
1,random_ablation_4,1,blue,1,0.1955121010541916,0.2441989928483963,0.04868689179420471,0.8839700505801867,0.20789796113967896,0,red
2,full,2,yellow,2,0.04701216518878937,0.0795181393623352,0.03250597417354584,0.8574983763785095,0.2553289234638214,0,black
2,induction_ablation,2,yellow,2,0.019263463094830513,0.03067149966955185,0.011408036574721336,0.7332799259285803,0.47789832949638367,0,black
2,random_ablation_0,2,yellow,2,0.04241414740681648,0.05716956779360771,0.01475542038679123,0.7636890287226926,0.4234124720096588,0,black
2,random_ablation_1,2,yellow,2,0.04520108923316002,0.0742165744304657,0.02901548519730568,0.8417770046285353,0.2834976315498352,0,black
2,random_ablation_2,2,yellow,2,0.050784140825271606,0.07511184364557266,0.024327702820301056,0.8603057594387211,0.2502986490726471,0,black
2,random_ablation_3,2,yellow,2,0.04070734232664108,0.08432848006486893,0.043621137738227844,0.8702296682751317,0.2325173020362854,0,black
2,random_ablation_4,2,yellow,2,0.04140188544988632,0.07723036408424377,0.03582847863435745,0.8657029660130527,0.24062803387641907,0,black
3,full,0,white,4,0.10973240435123444,0.24088403582572937,0.13115163147449493,0.9371622285561356,0.11259013414382935,0,red
3,induction_ablation,0,white,4,0.07534650713205338,0.15580874681472778,0.08046223968267441,0.8890800386344943,0.19874191284179688,0,red
3,random_ablation_0,0,white,4,0.09628932178020477,0.16371752321720123,0.06742820143699646,0.9233507901057515,0.13733692467212677,0,red
3,random_ablation_1,0,white,4,0.10423487424850464,0.24003979563713074,0.1358049213886261,0.9395770729857841,0.10826320946216583,0,red
3,random_ablation_2,0,white,4,0.11224605143070221,0.2333226352930069,0.12107658386230469,0.9459928840404418,0.09676774591207504,0,red
3,random_ablation_3,0,white,4,0.11114013940095901,0.2624586522579193,0.1513185203075409,0.9230631723938998,0.1378522366285324,0,red
3,random_ablation_4,0,white,4,0.10711809992790222,0.2464780956506729,0.1393599957227707,0.9253017070996511,0.13384144008159637,0,red
4,full,1,yellow,5,0.06532485038042068,0.12372349947690964,0.05839864909648895,0.9316627623419438,0.12244399636983871,0,red
4,induction_ablation,1,yellow,5,0.04132456332445145,0.0883205458521843,0.04699598252773285,0.851503180446296,0.2660704255104065,0,red
4,random_ablation_0,1,yellow,5,0.07170172780752182,0.1008618101477623,0.02916008234024048,0.9058152245628621,0.16875667870044708,0,red
4,random_ablation_1,1,yellow,5,0.06766911596059799,0.1147153377532959,0.047046221792697906,0.9295648762234824,0.12620282173156738,0,red
4,random_ablation_2,1,yellow,5,0.06695061177015305,0.11484672874212265,0.047896116971969604,0.9220953318076618,0.13958622515201569,0,red
4,random_ablation_3,1,yellow,5,0.058877307921648026,0.14749200642108917,0.08861470222473145,0.9040811352633703,0.1718634068965912,0,red
4,random_ablation_4,1,yellow,5,0.06012826785445213,0.11786545813083649,0.057737190276384354,0.9320885004261767,0.1216810941696167,0,red
5,full,2,blue,3,0.16000159084796906,0.08469948917627335,-0.07530210167169571,0.6818758612128041,0.5700021386146545,0,green
5,induction_ablation,2,blue,3,0.1497146189212799,0.08608155697584152,-0.06363306194543839,0.7322315816570911,0.4797767102718353,0,green
5,random_ablation_0,2,blue,3,0.1659139096736908,0.0776263177394867,-0.0882875919342041,0.6223770511470711,0.6766093969345093,0,green
5,random_ablation_1,2,blue,3,0.15787631273269653,0.08109886199235916,-0.07677745074033737,0.6348503985910333,0.6542603373527527,0,green
5,random_ablation_2,2,blue,3,0.17238333821296692,0.09307435154914856,-0.07930898666381836,0.6967499483085029,0.5433512330055237,0,green
5,random_ablation_3,2,blue,3,0.14277884364128113,0.07922341674566269,-0.06355542689561844,0.6010707195998078,0.7147853374481201,0,green
5,random_ablation_4,2,blue,3,0.15492622554302216,0.08352237939834595,-0.07140384614467621,0.6726103527641993,0.5866036415100098,0,green
6,full,0,blue,0,0.4130483567714691,0.47150251269340515,0.058454155921936035,0.8467337030210094,0.2746163308620453,1,blue
6,induction_ablation,0,blue,0,0.5083651542663574,0.498976469039917,-0.00938868522644043,0.8208780483414313,0.32094332575798035,1,blue
6,random_ablation_0,0,blue,0,0.4324166476726532,0.466743528842926,0.03432688117027283,0.85359341538806,0.26232534646987915,1,blue
6,random_ablation_1,0,blue,0,0.4489111602306366,0.5189920663833618,0.07008090615272522,0.8064813946716515,0.3467388153076172,1,blue
6,random_ablation_2,0,blue,0,0.40467536449432373,0.4628947973251343,0.05821943283081055,0.8546418261915204,0.2604469656944275,1,blue
6,random_ablation_3,0,blue,0,0.43246331810951233,0.5228978395462036,0.09043452143669128,0.8045093205108842,0.35027235746383667,1,blue
6,random_ablation_4,0,blue,0,0.42920422554016113,0.49086299538612366,0.061658769845962524,0.8276442832888309,0.30882006883621216,1,blue
7,full,1,green,3,0.05846978724002838,0.09220487624406815,0.033735089004039764,0.9325351295493923,0.12088076025247574,0,white
7,induction_ablation,1,green,3,0.042328499257564545,0.07033972442150116,0.028011225163936615,0.8282251073981219,0.30777934193611145,0,white
7,random_ablation_0,1,green,3,0.05395708233118057,0.05333907902240753,-0.0006180033087730408,0.9203219886451136,0.14276379346847534,0,white
7,random_ablation_1,1,green,3,0.05586208775639534,0.09817659854888916,0.04231451079249382,0.9131733279267856,0.15557244420051575,0,white
7,random_ablation_2,1,green,3,0.059783935546875,0.08174846321344376,0.021964527666568756,0.9181801914256061,0.14660148322582245,0,white
7,random_ablation_3,1,green,3,0.053741250187158585,0.09586337953805923,0.04212212935090065,0.9204408147458231,0.14255082607269287,0,white
7,random_ablation_4,1,green,3,0.05001090094447136,0.10410402715206146,0.0540931262075901,0.9408329970076728,0.10601306706666946,0,white
8,full,2,green,5,0.056474633514881134,0.10906416177749634,0.052589528262615204,0.801822892574463,0.35508570075035095,0,white
8,induction_ablation,2,green,5,0.04317883402109146,0.06486769020557404,0.021688856184482574,0.7401295919679672,0.4656253755092621,0,white
8,random_ablation_0,2,green,5,0.05338676646351814,0.08846257627010345,0.03507580980658531,0.6997110867543471,0.5380457043647766,0,white
8,random_ablation_1,2,green,5,0.053286995738744736,0.11601752042770386,0.06273052096366882,0.8059547275869838,0.3476824462413788,0,white
8,random_ablation_2,2,green,5,0.05768587067723274,0.10907947272062302,0.051393602043390274,0.8003914572123326,0.3576505184173584,0,white
8,random_ablation_3,2,green,5,0.054603755474090576,0.1308249682188034,0.07622121274471283,0.8209127114984692,0.3208814263343811,0,white
8,random_ablation_4,2,green,5,0.04809413105249405,0.10359000414609909,0.05549587309360504,0.8187812932664817,0.32470032572746277,0,white
9,full,0,green,1,0.08957209438085556,0.17327944934368134,0.08370735496282578,0.9040602442243878,0.17190106213092804,0,white
9,induction_ablation,0,green,1,0.05058371648192406,0.1017674058675766,0.05118368938565254,0.8310520508578906,0.302714079618454,0,white
9,random_ablation_0,0,green,1,0.0849013403058052,0.1402587890625,0.055357448756694794,0.9014722170734926,0.17653825879096985,0,white
9,random_ablation_1,0,green,1,0.08448963612318039,0.17975588142871857,0.09526624530553818,0.8909150569344207,0.19545401632785797,0,white
9,random_ablation_2,0,green,1,0.09173642098903656,0.16900692880153656,0.0772705078125,0.9058478252287903,0.16869810223579407,0,white
9,random_ablation_3,0,green,1,0.0780566856265068,0.188871830701828,0.1108151450753212,0.896725892774212,0.18504251539707184,0,white
9,random_ablation_4,0,green,1,0.0812511146068573,0.18647968769073486,0.10522857308387756,0.9108749809788519,0.159690722823143,0,white
10,full,1,red,0,0.4106779098510742,0.3035087585449219,-0.10716915130615234,0.9416496104231871,0.10455010831356049,1,red
10,induction_ablation,1,red,0,0.47953635454177856,0.4432868957519531,-0.03624945878982544,0.8469900507063586,0.27415698766708374,1,red
10,random_ablation_0,1,red,0,0.43529579043388367,0.32374969124794006,-0.1115460991859436,0.9387593950587293,0.10972832888364792,1,red
10,random_ablation_1,1,red,0,0.4077153205871582,0.3166472911834717,-0.09106802940368652,0.934955961856456,0.11654330790042877,1,red
10,random_ablation_2,1,red,0,0.40449225902557373,0.3176324665546417,-0.086859792470932,0.934201223174234,0.11789551377296448,1,red
10,random_ablation_3,1,red,0,0.4399532377719879,0.3822413384914398,-0.057711899280548096,0.9044547788140895,0.1711941957473755,1,red
10,random_ablation_4,1,red,0,0.4282756745815277,0.30634909868240356,-0.12192657589912415,0.935495203483696,0.11557701975107193,1,red
11,full,2,green,0,0.43451714515686035,0.6783657073974609,0.24384856224060059,0.6277113850085412,0.6670515537261963,1,green
11,induction_ablation,2,green,0,0.5752536654472351,0.5568245649337769,-0.018429100513458252,0.7761941784489276,0.4010063111782074,1,green
11,random_ablation_0,2,green,0,0.43520841002464294,0.7007236480712891,0.2655152380466461,0.6023312343277151,0.712526798248291,1,green
11,random_ablation_1,2,green,0,0.47383350133895874,0.7059960961341858,0.23216259479522705,0.5916770705745142,0.7316166758537292,1,green
11,random_ablation_2,2,green,0,0.38691627979278564,0.6568253636360168,0.2699090838432312,0.6581334615370535,0.6125427484512329,1,green
11,random_ablation_3,2,green,0,0.483550488948822,0.7334896922111511,0.2499392032623291,0.5502015719331382,0.8059304356575012,1,green
11,random_ablation_4,2,green,0,0.45235970616340637,0.6806360483169556,0.2282763421535492,0.6187789356081738,0.6830564141273499,1,green
12,full,0,blue,5,0.07086386531591415,0.13272173702716827,0.06185787171125412,0.802777493298416,0.3533754050731659,0,white
12,induction_ablation,0,blue,5,0.07173804193735123,0.13565081357955933,0.0639127716422081,0.7723924085459364,0.40781810879707336,0,white
12,random_ablation_0,0,blue,5,0.07681621611118317,0.12489406019449234,0.048077844083309174,0.7882309430973379,0.3794393241405487,0,white
12,random_ablation_1,0,blue,5,0.06807442754507065,0.14008988440036774,0.07201545685529709,0.7843522622355448,0.3863890469074249,0,white
12,random_ablation_2,0,blue,5,0.073942631483078,0.13668304681777954,0.06274041533470154,0.8074209591700946,0.34505540132522583,0,white
12,random_ablation_3,0,blue,5,0.07021535187959671,0.15049968659877777,0.08028433471918106,0.7995039207154319,0.3592408001422882,0,white
12,random_ablation_4,0,blue,5,0.06314898282289505,0.13226336240768433,0.06911437958478928,0.7953227855121912,0.3667322099208832,0,white
13,full,1,white,0,0.46973714232444763,0.37332332134246826,-0.09641382098197937,0.883973643306636,0.2078913301229477,1,white
13,induction_ablation,1,white,0,0.550615131855011,0.5145982503890991,-0.036016881465911865,0.767930042700087,0.4158133864402771,1,white
13,random_ablation_0,1,white,0,0.47145944833755493,0.31712859869003296,-0.15433084964752197,0.8906955014291904,0.19584743678569794,1,white
13,random_ablation_1,1,white,0,0.49710050225257874,0.40673959255218506,-0.09036090970039368,0.8614310812009834,0.2482822984457016,1,white
13,random_ablation_2,1,white,0,0.4748147428035736,0.38547977805137634,-0.08933496475219727,0.8810344604113147,0.21315763890743256,1,white
13,random_ablation_3,1,white,0,0.4978172481060028,0.4324643611907959,-0.06535288691520691,0.8491237310253695,0.27033406496047974,1,white
13,random_ablation_4,1,white,0,0.47430217266082764,0.3617153465747833,-0.11258682608604431,0.8910849130571035,0.19514968991279602,1,white
14,full,2,green,2,0.12877953052520752,0.18613657355308533,0.05735704302787781,0.7117716698484764,0.5164358615875244,0,red
14,induction_ablation,2,green,2,0.12601728737354279,0.14096254110336304,0.014945253729820251,0.8356057651003099,0.29455503821372986,0,red
14,random_ablation_0,2,green,2,0.11270135641098022,0.19053402543067932,0.0778326690196991,0.7337672726182203,0.47702503204345703,0,red
14,random_ablation_1,2,green,2,0.1309729367494583,0.1969183087348938,0.06594537198543549,0.7076840120648868,0.5237601399421692,0,red
